id,muin_city,attraction_site,coordinates,category,review,website,phone,address,created_at,updated_at
631,,Kississing Lake Lodge,"54.749143213369834, -101.82808895809056",Resort,4.6,http://kississinglodge.com/index.php,18002305519,"Channing Airport, Flin Flon, MB R8A 1N7, Canada",27-Jul-22,27-Jul-22
632,,Koko Platz Recreation Club,"49.955775011864525, -98.29228453887563",Sports activity location,4.5,,12048576644,"6 Garrioch Park Dr, Portage la Prairie, MB R1N 3R9, Canada",27-Jul-22,27-Jul-22
633,,Kristopher Campbell Memorial Skate Plaza,"49.849737773463275, -99.94949277934074",Skateboard park,4.6,http://brandon.ca/recreation-parks/skate-plaza,,"908 Princess Ave, Brandon, MB R7A 0P6, Canada",27-Jul-22,27-Jul-22
634,,Kronsweide Cemetery,"49.34193251401218, -97.61678877243445",Cemetery,,,,"Kronsweide Farm Rural Residential Zone, MB, Canada",27-Jul-22,27-Jul-22
635,,Kudlowich Homestead,"50.056409187509765, -96.89331948347095",Historical landmark,4,,12046546739,"Manitoba R0E 1J3, Canada",27-Jul-22,27-Jul-22
636,,Kwasitchewan Falls,"55.41523372110085, -98.38304018818519",Park,4.3,,,"Unnamed Rd, Manitoba R0B 1R0, Canada",27-Jul-22,27-Jul-22
637,,Kyle Memorial Golf Course,"49.13740553651049, -97.15932571598096",Public golf course,4.7,http://kmgc.weebly.com/,12044272376,"164 Johnston Ave, Dominion City, MB R0A 0H0, Canada",27-Jul-22,27-Jul-22
638,,L.A. Barkman Park,"49.722610043280234, -96.71441359951241",Park,4.5,http://www.steinbach.ca/experience-steinbach/l.a-barkman-kinsmen-park/,,"199 Woodhaven Ave, Steinbach, MB R5G 2C5, Canada",27-Jul-22,27-Jul-22
639,,La Barriere Park,"49.75001744942863, -97.17403304286661",Park,4.6,http://winnipeg.ca/publicworks/parksOpenSpace/ParkRentals/BookableParks/LaBarriere.stm,18773114974,"4403 Waverley St, La Salle, MB R0G 0A1, Canada",27-Jul-22,27-Jul-22
640,,La Broquerie Golf Course - (formerly La Vérendrye Golf),"51.31465387535984, -95.92006399219743",Golf course,4.3,https://labgolf.ca/,12044245046,"99 Tétrault Rd, La Broquerie, MB R0A 0W0, Canada",27-Jul-22,27-Jul-22
641,,La Broquerie Hotel,"49.97612625498524, -96.47789244955963",3-star hotel,3.8,http://www.labhotel.ca/,12044245302,"3 Des Pignons St, La Broquerie, MB R0A 0W0, Canada",27-Jul-22,27-Jul-22
642,,La Riviere Camp Ground,"49.2382238087998, -98.6869489673521",Campground,4.5,,,"La Rivière, MB, R0G 1A0",27-Jul-22,27-Jul-22
643,,Lac Lavon Park,"45.25016360782328, -93.25981721359764",Park,4.6,https://www.burnsvillemn.gov/Facilities/Facility/Details/Lac-Lavon-28,19528954400,"15501 Lac Lavon Dr, Burnsville, MN 55306, United States",27-Jul-22,27-Jul-22
644,,Lagimodière-Gaboury Park,"52.753939766569964, -96.9508966481268",Park,4.4,,,"363 Notre Dame St, Winnipeg, MB R2H 0G9, Canada",27-Jul-22,27-Jul-22
645,,Lake 7 Resort,"49.46329128317408, -98.94027430978454",Public beach,4.4,,12042080072,"Unnamed Road, 0G0, Bruxelles, MB",27-Jul-22,27-Jul-22
646,,Lake Manitoba Narrows Seasonal Campground,"51.08175762296584, -98.77607773173739",Campground,4.1,,12047818961,"2K0, MB-68, Oakview, MB R0C 2K0",27-Jul-22,27-Jul-22
647,,Lake Minnewasta,"49.5302314709203, -98.11013274320784",Swimming lake,4.2,https://reserve.campgroundbooking.com/lake-minnewasta,12048224991,"100 Colert Rd, Morden, MB R6M 1V3, Canada",27-Jul-22,27-Jul-22
648,,Lake Minnewasta,"49.18287790284588, -98.13667299496892",Swimming lake,4.2,https://reserve.campgroundbooking.com/lake-minnewasta,12048224991,"100 Colert Rd, Morden, MB R6M 1V3",27-Jul-22,27-Jul-22
649,,Lake Winnipeg Visitor Centre & Tourist Information,"50.63166815803391, -96.98412862067875",Tourist information center,4.3,https://www.travelmanitoba.com/trip-essentials/visitor-information-centres/,12046427974,"1 Centre St #1, Gimli, MB R0C 1B0",27-Jul-22,27-Jul-22
650,,Lakeland Golf Management Inc.,"49.875423626439606, -97.23329535213973",Golf club,4.8,https://www.lakelandgolfmanagement.com/our-golf-courses/tuxedo,12048882867,"400 Shaftesbury Blvd, Winnipeg, MB R3P 0M1, Canada",27-Jul-22,27-Jul-22
651,,Lakeview Hecla Golf Course,"51.30615230501745, -96.6226800995639",Public golf course,4.2,http://golfhecla.com/,12042792072,"MB-8, Gull Harbour, MB R0C 2R0, Canada",27-Jul-22,27-Jul-22
652,,Lakeview Trail - Campground Trailhead,"50.122082925228014, -96.85090915335252",Hiking area,5,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/central/birds.html,12046546730,"Unnamed Road, West Pine Ridge, MB R0E 1J0, Canada",27-Jul-22,27-Jul-22
653,,Landmark Cinemas 8 Grant Park,"49.87629068612914, -97.16557678032504",Movie theater,4.7,https://www.landmarkcinemas.com/showtimes/winnipeg-grant-park,12044534536,"1120 Grant Ave #127, Winnipeg, MB R3M 2A6, Canada",27-Jul-22,27-Jul-22
654,,Landmark Cinemas Brandon,"49.84079593284465, -99.95666283786923",Movie theater,4.3,https://www.landmarkcinemas.com/showtimes/brandon,12045710900,"1570 18th St Unit 100, Brandon, MB R7A 5C5, Canada",27-Jul-22,27-Jul-22
655,,Landmark Cinemas Saskatoon,"53.44376829208532, -106.32296000480993",Movie theater,4.6,https://www.landmarkcinemas.com/showtimes/saskatoon,13062493456,"157 Gibson Bnd, Saskatoon, SK S7K 0P1, Canada",27-Jul-22,27-Jul-22
656,,Landmark Cinemas Towne Cinema 8,"49.89755486298265, -97.14404801788169",Movie theater,4.2,https://www.landmarkcinemas.com/showtimes/winnipeg-towne,12049499357,"301 Notre Dame Ave, Winnipeg, MB R3B 1P2, Canada",27-Jul-22,27-Jul-22
657,,Landmark Cinemas Winkle,"49.19581414658579, -97.92971534310861",Movie theater,4,https://www.landmarkcinemas.com/showtimes/winkler,12043255959,"777 Norquay Dr, Winkler, MB R6W 2S2, Canada",27-Jul-22,27-Jul-22
658,,Landmark Cinemas Winkler,"49.965108184868946, -98.04538631669708",Movie theater,4,https://www.landmarkcinemas.com/showtimes/winkler,12043255959,"777 Norquay Dr, Winkler, MB R6W 2S2, Canada",27-Jul-22,27-Jul-22
659,,Lansdowne Centennial Park & Campground,"50.441806814604334, -99.23002942803228",Park,4.6,http://ardenmb.ca/,12046617480,"Manitoba R0J 0B0, Canada",27-Jul-22,27-Jul-22
660,,Laurier Campground,"52.4476812096638, -99.43876965531437",Campground,5,,,"189 MB-480, Laurier, MB R0J 1A0, Canada",27-Jul-22,27-Jul-22
661,,LaVérendrye Bowling Lanes,"49.90093724078694, -97.11254215284096",Bowling alley,4.5,https://www.quilleslaverendryebowling.com/,12042374137,"614 Des Meurons St, Winnipeg, MB R2H 2P9, Canada",27-Jul-22,27-Jul-22
662,,Le Musée de Saint-Boniface Museum,"49.89277721718816, -97.12518504949904",Museum,4.6,http://msbm.mb.ca/,12042374500,"494 Tache Ave, Winnipeg, MB R2H 2B2, Canada",27-Jul-22,27-Jul-22
663,,Lea Bank Equestrian Centre,"49.51641837816203, -97.50865497655298",Equestrian facility,5,,12042260746,"Box 352, Rosenort, MB R0G 1W0",27-Jul-22,27-Jul-22
664,,Legacy park,"50.151564213074735, -96.82204948852076",City park,4.5,http://manitobahighlandgathering.org/,,"Kittson Rd, East Selkirk, MB R0E 0M0, Canada",27-Jul-22,27-Jul-22
665,,Legislative Building,"49.8844898065351, -97.14639199208521",Government office,4.7,https://www.gov.mb.ca/legislature,12049455813,"450 Broadway, Winnipeg, MB R3C 0V8",27-Jul-22,27-Jul-22
666,,L'église catholique de Saint-Lupicin (déconsacrée),"49.45886222186776, -98.47815970149236",Museum,5,,,"Rd 31 N, Saint Lupicin, MB",27-Jul-22,27-Jul-22
667,,Leo Lot Community Garden,"49.844347172354, -99.94353512261682",Garden,3.8,,,"Louise Ave, Brandon, MB R7A 3G9, Canada",27-Jul-22,27-Jul-22
668,,Leo Mol Sculpture Garden,"49.877027160198125, -97.23720027288917",Park,4.7,https://www.assiniboinepark.ca/park/gardens/leo-mol-sculpture-garden,12049276001,"Assiniboine Park Dr, Winnipeg, MB R3P 2N7, Canada",27-Jul-22,27-Jul-22
669,,Les Magnusson Park,"49.73681304042608, -96.70342727153354",City park,4.4,http://les-magnusson-park.jany.io/,,"115 Albert St, Steinbach, MB R5G 2B4, Canada",27-Jul-22,27-Jul-22
670,,Lessons from the Land Trail ,"49.13698147278266, -99.0397235302831",Tourist attraction,,,,"Clearwater, MB",27-Jul-22,27-Jul-22
671,,LightandMe,"49.818408867825305, -99.9791975313548",Artist,5,http://www.lightandme.ca/,12047410596,"9 Chipperfield Dr, Brandon, MB R7B 4J6, Canada",27-Jul-22,27-Jul-22
672,,"Lilac Resort; RV, Lodging and Water Slide Park","49.862961762804446, -96.59404300242821",Campground,4.5,http://www.lilacresort.com/,12044225760,"Trans-Canada Hwy, Ste Anne, MB R5H 1C1, Canada",27-Jul-22,27-Jul-22
673,,Limestone Campground,"49.300780453343464, -99.24335889395634",Campground,,,,"Manitoba R0K 0Y0, Canada",27-Jul-22,27-Jul-22
674,,Links At the Lake,"50.654828398999555, -96.9878742843206",Golf course,4.1,https://www.lakelandgolfmanagement.com/our-golf-courses/links-at-the-lake,12046428858,"Thompson Dr, Pelican Beach, MB R0C 1B0",27-Jul-22,27-Jul-22
675,,Lion Fred Rietze Memorial Park,"49.17353413218288, -97.94568962750978",Park,,,,"Linden Dr, Winkler, MB R6W 1Z4",27-Jul-22,27-Jul-22
676,,Lions Arena,"53.28575518669783, -106.70798050808222",Arena,4.2,https://www.saskatoon.ca/parks-recreation-attractions/recreational-facilities-sportsfields/skating-rinks/indoor-rinks,13069753306,"2205 Mceown Ave, Saskatoon, SK S7J 3L4, Canada",27-Jul-22,27-Jul-22
677,,Lions East End Landscape,"49.84466021550849, -99.9189508416273",Park,,,,"Laurent Crescent and Luis Ave. East, Brandon, MB, Canada",27-Jul-22,27-Jul-22
678,,Lions Legion Park,"49.41102865981787, -98.79297215611524",City park,,,,"8 Lorne Ave, Swan Lake, MB R0G 2S0",27-Jul-22,27-Jul-22
679,,Lions Memorial Community Park,"49.83803382610489, -99.97688405871884",Baseball field,5,,,"22nd St, Brandon, MB R7B 1M8, Canada",27-Jul-22,27-Jul-22
680,,Lions Park,"49.196056073603884, -98.11828736162177",Park,4.2,,12048225431,"900 Gilmour St, Morden, MB R6M 1K3",27-Jul-22,27-Jul-22
681,,Lipstixx Experience,"50.41218775066174, -97.13707212829179",Adult entertainment club,3.7,http://lipstixxexperience.com/,12047866601,"1105 Arlington St, Winnipeg, MB R3E 3L1, Canada",27-Jul-22,27-Jul-22
682,,Lisk Campground,"49.71527666707679, -100.05471272747207",Campground,4.6,,,"Manitoba R0K 1M0, Canada",27-Jul-22,27-Jul-22
683,,Little Lake Park,"50.15244415347047, -96.87560783631025",Park,4.6,,,"Selkirk, MB R1A 0K2, Canada",27-Jul-22,27-Jul-22
684,,Little Mountain Off-leash,"49.954614561412725, -97.25143774705509",Dog park,4.7,,,"Klimpke Rd, Manitoba R0H 1E0",27-Jul-22,27-Jul-22
685,,Little Mountain Park,"49.954703457874125, -97.2517077168499",Park,4.5,,,"Farmer Avenue, Stony Mountain, MB R0C 3A0",27-Jul-22,27-Jul-22
686,,Little Mountain Sportsplex,"49.95628907019149, -97.2559362217362",Sports complex,4.4,http://www.littlemtnsports.com/,12046943210,"64-128 Klimpke Rd, Winnipeg, MB R3C 2E6",27-Jul-22,27-Jul-22
687,,Living Prairie Museum,"49.916885306548906, -97.27837922603338",Nature preserve,4.4,http://www.winnipeg.ca/publicworks/parksOpenSpace/livingprairie/,12048320167,"Ness Ave, 2795 Ness Ave, Winnipeg, MB R3J 3S4, Canada",27-Jul-22,27-Jul-22
688,,Living Prairie Museum & Interpretive Centre,"49.88789186654521, -97.27251735737725",Nature preserve,4.4,http://www.winnipeg.ca/publicworks/parksOpenSpace/livingprairie/,12048320167,"Ness Ave, 2795 Ness Ave, Winnipeg, MB R3J 3S4",27-Jul-22,27-Jul-22
689,,Livingston Nature Park,"49.20856087790184, -98.11257883744058",Park,4.3,,,"20 Parkhill Dr #12, Morden, MB R6M 1R2, Canada",27-Jul-22,27-Jul-22
690,,Loch Gallery,"50.11276820710631, -97.20730815120724",Art gallery,3,http://www.lochgallery.com/,12042351033,"306 St Mary's Rd, Winnipeg, MB R2H 1J8, Canada",27-Jul-22,27-Jul-22
691,,Lockport Heritage Park,"52.54064033460944, -96.95089664812679",Heritage preservation,4.5,https://www.travelmanitoba.com/listings/lockport-heritage-park/6701/,12047572902,"23022 Provincial Trunk Hwy 44, Lockport, MB R1B 1A1, Canada",27-Jul-22,27-Jul-22
692,,Loft 180,"50.00588260468589, -97.19673857826143",Casino,3,http://www.loft180.ca/,12049572500,"484 McPhillips St, Winnipeg, MB R2X 2H2, Canada",27-Jul-22,27-Jul-22
693,,Log House Tourist Centre,"49.23851228249316, -98.5425903698905",Tourist information center,5,,12042422765,"1 Main St, Manitou, MB R0G 1G0, Canada",27-Jul-22,27-Jul-22
694,,Log Inn,"52.34965842812451, -97.0098260149576",Resort hotel,4.6,,12043822960,"Manitoba R0B 0A0, Canada",27-Jul-22,27-Jul-22
695,,Long Plain Rez Plex,"49.84969193526892, -98.47442430800774",Arena,4.2,http://lpband.ca/,12042522011,"Manitoba R0H 0G0, Canada",27-Jul-22,27-Jul-22
696,,Lookout Seasonal RV site 7,"49.601485872864856, -99.64821860646768",Campground,,,,"Manhattan Dr, Manhattan Beach, MB R0K 1R0, Canada",27-Jul-22,27-Jul-22
697,,Lorette Golf Course,"52.901478284422815, -96.95363323223596",Golf club,4.5,http://www.lorettegolf.ca/,12048782172,"150 Fairway Dr, Lorette, MB R5K 0T9, Canada",27-Jul-22,27-Jul-22
698,,Louis Riel Sr. Route,"50.02436064885159, -97.14851012570276",Hiking area,,,,"750 John Bruce Rd E, Winnipeg, MB R3X 1Y2, Canada",27-Jul-22,27-Jul-22
699,,Lowe Farm Cemetery,"49.39380146156754, -97.57240005154895",Cemetery,5,,,"1105 Main St, Lowe Farm, MB R0G 1E0, Canada",27-Jul-22,27-Jul-22
700,,Lower Fort Garry National Historic Site,"50.132695124681995, -96.93520523959236",Historical landmark,4.7,https://pc.gc.ca/fortgarry?utm_source=gmb&utm_medium=fortgarry,12047856050,"5925 Provincial Trunk Hwy 9, Saint Andrews, MB R1A 4A8, Canada",27-Jul-22,27-Jul-22
701,,Lundar Beach Provincial Park,"50.7235081210524, -98.27373481773951",Park,4.2,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/central/lundar.html,18666264862,"0 Vincent Rd, Lundar, MB R0C 1Y0",27-Jul-22,27-Jul-22
702,,Lundar Golf Course,"53.2183990803499, -98.00832068132841",Golf club,4.4,http://www.lundargolf.com/,12047625877,"Lundar, MB R0C 1Y0, Canada",27-Jul-22,27-Jul-22
703,,Lundar Memorial Arena,"50.69589113915322, -98.03907399596635",Arena,4.5,,,"85 Main St, Lundar, MB R0C 1Y0",27-Jul-22,27-Jul-22
704,,Lundar Pool,"50.695699430544686, -98.03837863662416",Gym,4.3,https://www.grettir.ca/sports-pool/lundar-community-swimming-pool,12047625644,"75 Main St, Lundar, MB R0C 1Y0",27-Jul-22,27-Jul-22
705,,Lundi Cemetery,"51.04960442086274, -96.95680670757439",Cemetery,,,,"Sandy Hook, MB R0C 3G0, Canada",27-Jul-22,27-Jul-22
706,,Lynch's Point Campground,"50.29815560826682, -98.56810318099303",Campground,4.2,,,"Hwy 242, Westbourne, MB R0H 1P0, Canada",27-Jul-22,27-Jul-22
707,,M.P.C. Reunion Park,"50.728576742488094, -97.22698013159152",Park,4.5,,,"Unnamed Road, Meleb, MB R0C 2C0",27-Jul-22,27-Jul-22
708,,Mac Robinson Community Center (Clipperdome),"49.09596068551519, -99.34351302547846",Arena,,,12045292351,"605 Veteran Dr, Cartwright, MB R0K 0L0, Canada",27-Jul-22,27-Jul-22
709,,Macgreggor Arena,"49.99466735951787, -98.78335074534134",Arena,,,,"150 Fox St, MacGregor, MB R0H 0R0, Canada",27-Jul-22,27-Jul-22
710,,MacGregor Lions Club Campground,"50.392441753911335, -98.79128505408003",Campground,4.4,,12046852582,"107 Saunders St, MacGregor, MB R0H 0R0, Canada",27-Jul-22,27-Jul-22
711,,MacKenzie Art Gallery,"50.85745241693087, -104.67194864523384",Art gallery,4.4,http://mackenzie.art/,13065844250,"3475 Albert St, Regina, SK S4S 6X6, Canada",27-Jul-22,27-Jul-22
712,,MacKenzie Presbyterian Cemetery,"50.11562744920767, -96.92561333407758",Cemetery,,http://www.mhs.mb.ca/docs/sites/mackenziepresbyterian.shtml,,"7744-7786 Henderson Hwy, Lockport, MB R1B 1A1, Canada",27-Jul-22,27-Jul-22
713,,Magic Lantern Duggan Cinemas,"53.72386330038479, -112.70084762819447",Movie theater,4.2,http://duggan.magiclanterntheatres.ca/,17806082148,"6601 48 Ave, Camrose, AB T4V 3G8, Canada",27-Jul-22,27-Jul-22
714,,Maginot Arena,"49.89629312066857, -97.07133294655362",Arena,3.7,http://winnipeg.ca/cms/recreation/facilities/arenas/maginot.stm,12049865511,"910 Maginot St, Winnipeg, MB R2J 0Z6, Canada",27-Jul-22,27-Jul-22
715,,Magnus Eliason Recreation Centre,"49.904595159601, -97.15382942876242",Recreation center,3.9,http://www.spenceneighbourhood.org/,12047835000,"430 Langside St, Winnipeg, MB R3B 2T5, Canada",27-Jul-22,27-Jul-22
716,,Maison du Gouverneur / Governor's House,"49.899193592912354, -97.12559112775703",Historical landmark,4.4,,12049452753,"Rue St Joseph, Winnipeg, MB R2H 0A5",27-Jul-22,27-Jul-22
717,,Malonton Pioneers Monument,"50.59554084795808, -97.21403617036417",Historical landmark,,,,"Malonton, MB R0C 1Z0, Canada",27-Jul-22,27-Jul-22
718,,Manigotagan Graveyard,"51.115701280152415, -96.3254683312344",Cemetery,,,,"Manigotagan, MB R0E 2E0, Canada",27-Jul-22,27-Jul-22
719,,Manigotagan River,"51.133452495158586, -96.34418242072074",River,,,,"Manitoba, Canada",27-Jul-22,27-Jul-22
720,,Manigotagan River Provincial Park,"51.05540478150918, -96.20774795556436",State park,4.8,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/eastern/manigotagan.html,,"Manitoba, Canada",27-Jul-22,27-Jul-22
721,,Manigotogan Granite Quarry,"51.06831063767016, -96.24628837505954",Hiking area,5,,,"MB-304, O'Hanly, MB R0E 1K0, Canada",27-Jul-22,27-Jul-22
722,,Manitoba Agricultural Museum and Campground,"50.12299343076088, -98.9456483940846",Museum,4.6,http://mbagmuseum.ca/,12046372354,"Provincial Trunk Hwy 34, Austin, MB R0H 0C0, Canada",27-Jul-22,27-Jul-22
723,,Manitoba Arts Network,"49.93826231901446, -97.12010910476874",Non-profit organization,4.9,https://manitobaartsnetwork.ca/,12049430036,"100 Arthur St #203, Winnipeg, MB R3B 1H3, Canada",27-Jul-22,27-Jul-22
724,,"Manitoba Avenue, Selkirk Manitoba - Selkirk Downtown","50.192024713561864, -96.86874138146544",Garden,,,,"224 Manitoba Ave, Selkirk, MB R1A 0Y5, Canada",27-Jul-22,27-Jul-22
725,,Manitoba Baseball Hall of Fame,"49.199662420086575, -98.09482965355264",Museum,4.9,https://mbhof.ca/,12048224636,"111C Gilmour St, Morden, MB R6M 1N9, Canada",27-Jul-22,27-Jul-22
726,,Manitoba Centennial Centre,"49.8998646265283, -97.13694436057386",Art center,,https://mbccc.ca/,12049561360,"555 Main St Suite 1000, Winnipeg, MB R3B 1C3",27-Jul-22,27-Jul-22
727,,Manitoba Chamber Orchestra,"49.91527628400844, -97.14482834185685",Orchestra,5,http://www.themco.ca/,12047837377,"393 Portage Ave, Winnipeg, MB R3B 3H6, Canada",27-Jul-22,27-Jul-22
728,,Manitoba Children's Museum,"49.88778798158205, -97.1286116921829",Children's museum,4.4,https://childrensmuseum.com/,12049244000,"2 Forks Market Rd, Winnipeg, MB R3C 4X1",27-Jul-22,27-Jul-22
729,,Manitoba Dairy Museum,"49.6617565189281, -98.34002232618917",Museum,4.5,,,"3 St, Saint Claude, MB R0G 1Z0",27-Jul-22,27-Jul-22
730,,Manitoba Electrical Museum,"49.87121804174601, -97.15032758516382",Museum,4.5,http://manitobaelectricalmuseum.ca/,12043607905,"680 Harrow St, Winnipeg, MB R3M 3A3, Canada",27-Jul-22,27-Jul-22
731,,Manitoba Lake Adam Campgound,"49.45887305316111, -100.13161702063508",Campground,4.5,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/western/turtle.html,12045342578,"Manitoba R0K 0E0, Canada",27-Jul-22,27-Jul-22
732,,Manitoba Legislative Building,"49.9079531314378, -97.14666554862919",Government office,4.7,https://www.gov.mb.ca/legislature,12049455813,"450 Broadway, Winnipeg, MB R3C 0V8, Canada",27-Jul-22,27-Jul-22
733,,Manitoba Museum,"49.906106326635026, -97.13983924854077",Natural history museum,4.6,http://www.manitobamuseum.ca/,12049562830,Natural history museum,27-Jul-22,27-Jul-22
734,,Manitoba Natural Resources Ofc,"51.0267342765569, -95.68421764652996",State government office,,,12042775212,"Bissett, MB R0E 0J0, Canada",27-Jul-22,27-Jul-22
735,,Manitoba Opera,"49.932958822288434, -97.14757492375553",Opera company,4.7,http://mbopera.ca/,12049448824,"555 Main St #1060, Winnipeg, MB R3B 1C3, Canada",27-Jul-22,27-Jul-22
736,,Manitoba Parks,"49.98834248691473, -97.23903364598686",Government office,1.8,http://www.manitobaparks.com/,12049456784,"200 Saulteaux Crescent, Winnipeg, MB R3J 3W3, Canada",27-Jul-22,27-Jul-22
737,,Manitoba Passion Play,"49.24905113268893, -98.67245388143162",Movie theater,4.8,https://www.passionplay.ca/,,"Unamed Road, La Rivière, MB, R0G 1A0",27-Jul-22,27-Jul-22
738,,Manitoba Society of Artists,"50.61008906832944, -97.02467475890784",Art center,,http://www.manitobaartists.com/,,"120 Eugenie St, Winnipeg, MB R2H 0X7, Canada",27-Jul-22,27-Jul-22
739,,Manitoba Stampede & Exhibition,"49.34876891816176, -97.36105315502891",Rodeo,4.4,http://www.manitobastampede.ca/,12047462552,"350 Main St, Morris, MB R0G 1K0",27-Jul-22,27-Jul-22
740,,Manitoba Theatre for Young People (MTYP),"49.890577318744036, -97.13115845150755",Performing arts theater,4.1,http://www.mtyp.ca/,12049470394,"2 Forks Market Rd, Winnipeg, MB R3C 4X1, Canada",27-Jul-22,27-Jul-22
741,,Manitoba WW1 Museum ,"49.23430125498906, -98.7668579609281",Museum,4.8,https://www.facebook.com/groups/mbww1museum,12048252961,"Pilot Mound, MB",27-Jul-22,27-Jul-22
742,,Manitou Community Arena,"49.24081959624672, -98.5439063960863",Arena,4.6,,12042422636,"212 Carrie St, Manitou, MB R0G 1G0/ Souris Ave",27-Jul-22,27-Jul-22
743,,Manitou Opera House,"49.24099663478852, -98.53772340111495",Performing arts theater,4.8,http://www.manitouoperahouse.com/,12042423160,"325 Main St, Manitou, MB R0G 1G0",27-Jul-22,27-Jul-22
